N,P,K,temperature,humidity,ph,rainfall,label
35,69,21,19.598220122899434,29.062704895375767,5.960949857482277,94.18386449750844,kidneybeans
48,81,24,17.232501160544224,23.61855264373296,5.356506273876392,102.5652894680131,kidneybeans
22,66,28,18.16248774839774,26.943966444860443,5.420514867633004,109.14531159311778,kidneybeans
53,74,21,19.189396644975044,19.933758702034748,5.6233384514381495,102.93902924331215,kidneybeans
50,72,12,21.234586387964615,17.053773394065395,5.90701035380464,61.200609514937085,kidneybeans
41,63,22,23.098596522826583,24.802343579707113,5.935614262140878,62.07010962720877,kidneybeans
35,70,24,21.606547732275967,17.58818439439554,6.03696862039008,51.64017660080407,kidneybeans
44,77,14,22.476616583233977,18.474631724478236,5.313147585890498,57.99409495503356,kidneybeans
36,77,28,20.849465483946958,19.73761033305079,6.225403981753613,74.8233879526943,kidneybeans
-3,81,24,21.389073114738057,27.420511295514597,5.443098094984322,104.63379639108422,kidneybeans
9,73,19,20.714014724207516,19.6833701971969,5.656244092992322,103.43844789974628,kidneybeans
-11,79,12,21.85275191003246,20.940013277808344,5.640362522092564,96.5285202616156,kidneybeans
-6,86,14,18.74280170028949,23.848844658569497,5.70128456913017,107.98566244842337,kidneybeans
24,75,14,21.627802847605587,22.54935893106993,6.06570712632688,117.75620042865457,kidneybeans
20,52,29,14.825631806588902,14.506591013265764,5.870112521872742,147.41104348109295,kidneybeans
9,55,28,16.744699044764044,15.778243901652866,5.9107113241972264,141.6400087544923,kidneybeans
18,64,26,16.262768507273666,19.43918777049882,5.239761125624983,151.50013258633527,kidneybeans
-6,66,13,17.101119169199553,20.428128401999324,5.876365762003475,146.58539909990753,kidneybeans
18,64,19,16.254786596857024,15.311476288056992,5.1143749424215885,137.24065443246104,kidneybeans
25,61,16,23.693905706549323,20.605086689835257,6.393098540662316,124.37553766822089,kidneybeans
15,50,22,21.345639064255153,17.91266429802408,6.19869943450763,136.9544342788677,kidneybeans
30,51,16,23.881985712806845,23.920534801595373,5.656676676867313,114.30392241949087,kidneybeans
45,66,24,22.370079918245555,23.3213145225083,5.777847297015937,110.08110078577148,kidneybeans
29,69,12,24.114866437639236,24.168537080126615,5.573816781093141,122.43479309650576,kidneybeans
37,53,10,23.46271852998357,23.269550529237844,5.939804485195939,139.87724507716376,kidneybeans
28,49,16,21.423278846296675,23.044131033376843,5.895174860712324,120.64191744415562,kidneybeans
6,59,19,21.021909680492055,29.36902998613101,6.157709293217979,138.06354984559007,kidneybeans
12,57,29,23.270990380186046,21.55045694488616,6.18886949953467,138.73120748234322,kidneybeans
22,58,28,22.13474037454873,23.839033098153628,5.948451172692569,122.37719135711663,kidneybeans
21,66,31,19.212242541651204,22.857168740372405,5.445936591383293,134.61934935695103,kidneybeans
-7,69,30,20.487883107636126,13.728251793029182,5.5104916439473755,108.66707575179701,kidneybeans
-12,54,12,21.52945514007693,19.057443177840405,5.607544073310017,118.45049152011119,kidneybeans
14,56,26,20.984683013164044,15.661873137086904,5.563026721780983,115.04564405208077,kidneybeans
-8,66,29,20.61461370783347,20.072310350289683,5.37300838832684,108.30860395143378,kidneybeans
11,55,29,16.475940645376742,24.43248471002442,5.649283578657958,85.53316844093196,kidneybeans
13,61,24,17.41422384212545,18.99207768674957,5.241758323534617,80.49904816473747,kidneybeans
33,72,11,14.117493987782344,20.67364875247658,5.046272782610488,110.11360308668864,kidneybeans
31,70,21,13.955211492861395,17.49008589255727,5.266827969265679,91.06069297092014,kidneybeans
15,68,19,16.834099217427806,24.792096643534414,5.310271886105909,81.05815929862736,kidneybeans
-6,69,14,20.531519958095632,16.337857875522307,5.327971765515116,100.04052442271947,kidneybeans
6,78,17,17.70797214031738,20.156049762409836,6.121579165259117,88.42887531798665,kidneybeans
15,84,29,18.663565138963556,19.666355200706242,6.0036120561018205,90.29837219365365,kidneybeans
7,89,29,21.11437224441691,17.05527067438356,5.813124375434734,81.80085834888214,kidneybeans
21,69,23,19.024265393293817,21.36363456375232,6.302009645701429,86.27322731843293,kidneybeans
7,70,8,18.955337542675053,20.029105408914827,5.425698020681959,96.91613702189792,kidneybeans
28,74,21,20.287872011768314,20.862801039673013,5.891898546428636,89.8134283750822,kidneybeans
-12,76,10,19.36588057056102,19.15606244450258,5.2122418215193305,98.76406198147995,kidneybeans
-1,76,23,19.997851165796437,20.04781152579435,5.758786996456259,75.03711727129456,kidneybeans
-5,80,9,18.802093015939757,15.993413201222156,6.011565374283168,85.64204965818247,kidneybeans
32,66,6,21.334904533048558,22.600903537543484,5.429178586723699,127.3623075710429,kidneybeans
26,74,13,18.39596132918114,22.855457846231026,5.202471043274484,131.92087376436982,kidneybeans
40,62,15,20.97285731388101,28.99459007263983,5.055897363316005,152.4755731391343,kidneybeans
44,71,16,21.429743231717246,23.445522442724332,5.731119925866293,139.25550996145208,kidneybeans
18,59,24,21.60487249192127,25.135614776166165,5.052338466499736,143.21674476714733,kidneybeans
12,65,13,21.873156763867865,24.235504719073383,5.612453663919103,114.66122209956674,kidneybeans
24,68,16,19.744745823851517,21.86455635790647,6.367885040519823,107.16580981898831,kidneybeans
11,56,16,22.805049080682718,20.348552142931354,5.735865731756469,128.3269973612127,kidneybeans
8,68,21,21.963400213058105,25.971269696195346,6.285217287392915,128.59289194124568,kidneybeans
9,66,15,22.904981875191197,25.28862416191162,5.625936976606167,118.54559517238674,kidneybeans
19,52,10,17.330760596220564,23.04590485702991,5.538244623271436,112.14978997930434,kidneybeans
21,48,22,16.45149580489088,25.75401577947586,5.834274138018186,99.31767694450798,kidneybeans
28,63,18,16.507804917432864,24.567501111580594,5.47876799560944,102.3536869069477,kidneybeans
23,62,20,15.179925712951711,22.49191891209536,6.081864532620552,97.35877059966923,kidneybeans
15,66,10,13.776604208965791,18.980052871117728,5.848792337093745,98.49880031354323,kidneybeans
19,61,29,18.283577270276666,23.425147159600197,5.538745791868839,108.65801423926843,kidneybeans
37,48,23,18.190571267678664,17.78216672917191,5.521926808797463,99.15357064495733,kidneybeans
35,46,21,18.709737988032913,19.389682758531002,5.969247250798291,103.37243700190207,kidneybeans
23,64,14,20.182023256853686,24.398060049230054,6.000425545459226,98.48631036348264,kidneybeans
26,50,18,20.65062979991261,19.037954763957913,5.416841667844315,116.50240194471087,kidneybeans
16,76,34,21.909399351547894,23.288751231364706,5.789946157329383,116.41896810525867,kidneybeans
19,68,18,19.04957716201028,23.6333779056666,5.634835941098451,118.68420655745066,kidneybeans
0,82,25,21.50731791451002,22.68085528653954,5.837386790131651,121.6424922922497,kidneybeans
29,84,21,18.784347458404724,23.775973241093048,5.3941074982365365,108.30817323257644,kidneybeans
35,85,26,19.897729364289553,17.492417370019243,5.971873101844472,113.75457777960182,kidneybeans
20,57,12,23.329971434188664,23.970141018272475,5.627757384737153,86.24007575192107,kidneybeans
2,57,8,23.618794244050708,22.85955042192299,5.96652706064074,97.45497314137818,kidneybeans
-9,56,22,22.014293581149644,20.224832051553125,5.173511778017556,87.05529939936864,kidneybeans
9,58,5,23.52921350957992,23.414860180554335,5.407380931106223,85.69725306055909,kidneybeans
20,66,7,25.359171020115696,21.433931923131418,5.985182765222332,95.30815478052554,kidneybeans
30,68,27,23.29605269864355,25.884705065653616,6.245007487077186,47.27372377268574,kidneybeans
18,76,17,23.61884761800207,22.50713561921919,5.808979361412059,52.18986908987708,kidneybeans
31,75,19,23.285622393275165,23.737030295177277,5.535807062789797,64.0916307420851,kidneybeans
16,67,26,22.66610477052298,23.085621722263113,6.199246402121626,53.255290803128744,kidneybeans
-3,66,19,23.102195415098468,24.678756152096145,5.793845726942516,62.531485989137735,kidneybeans
28,62,29,19.509098645383656,20.41702861621572,5.765183247552859,107.6417284102217,kidneybeans
51,68,17,18.664068064726536,27.26702204857545,5.63313473495834,92.07400553446772,kidneybeans
51,50,25,19.554110767360104,26.31755427807492,5.319852349332195,110.59185530102059,kidneybeans
35,51,17,18.269376098861557,24.59443878411144,5.709033081403803,106.59425279133467,kidneybeans
36,55,26,19.884746874843586,29.44086246705175,5.606295536169457,108.6891564183813,kidneybeans
27,87,14,23.004790075304165,14.201643409182683,6.138959947534445,118.56826836480694,kidneybeans
-2,78,25,20.440423202200183,15.267101243064184,5.4779310960052126,133.33388512656236,kidneybeans
19,84,22,22.094373371332434,18.996817653148753,5.73470180086478,135.28191532172065,kidneybeans
7,73,19,22.43613722868111,20.580391481880895,6.007586439748857,138.13364466646198,kidneybeans
-5,86,11,23.48964812814693,17.225594911272243,6.170350556548043,130.23832024290272,kidneybeans
22,79,16,18.619924263398943,26.20925764092351,5.883585224762465,101.05367922851241,kidneybeans
0,73,29,21.386774452491192,26.082137057628444,5.96399131333299,120.79522416289038,kidneybeans
17,64,13,18.12657069450544,21.326432523020806,6.288911277936389,99.72500661435231,kidneybeans
16,68,27,21.0433081444712,28.651711488246086,5.750736552872537,101.31363981257061,kidneybeans
-2,66,26,19.527017786804578,27.68582575008582,5.610826888465834,117.35327744210716,kidneybeans
15,66,29,17.549440978286277,19.803353053865308,5.946009006886807,90.86128695599619,kidneybeans
12,57,15,16.635054054950402,16.506514712335623,5.982987746694297,89.88117592115977,kidneybeans
0,58,25,18.918338639753422,17.931251062571057,6.01060980858528,107.477750387185,kidneybeans
-5,66,22,18.38311677157943,19.422899437133317,5.098191032078364,92.4525726820338,kidneybeans
6,75,18,17.154737889492274,19.950590059038607,5.730852754297842,93.58942057951359,kidneybeans
19,63,29,15.819133927542884,29.480898996225285,5.607698833943397,60.996435869186925,kidneybeans
25,62,19,15.100324135486336,29.583886832154217,6.0467724940501535,61.81427984375755,kidneybeans
46,65,32,16.60728169556746,29.38111920897283,5.386812101169606,86.19838356780609,kidneybeans
31,78,31,18.64256051185355,25.263616110149535,6.044822294365527,81.55037169283716,kidneybeans
18,74,21,17.616610342680975,21.580719237110007,5.9372837405799945,84.90465613527192,kidneybeans
11,74,32,24.554386704857773,22.26528547916164,5.612407882823152,55.627799396294705,kidneybeans
15,73,26,24.92835957140536,20.549729026045693,5.654959816079054,63.14229490814762,kidneybeans
-5,87,22,26.108000193981976,26.37893305903948,5.973319517405575,61.5459979262914,kidneybeans
22,84,29,25.794801997569678,23.648524924686164,6.06951926960141,61.028836908513895,kidneybeans
8,82,32,23.226199624491496,23.502180441643485,5.7895353575998385,48.07399797462331,kidneybeans
16,63,12,15.39320082244527,22.812782573880156,5.296882907926402,102.2778147752448,kidneybeans
33,66,11,15.841041592652102,23.058385590612364,5.829350640470165,96.54447946986947,kidneybeans
42,64,17,17.803828146213814,23.078998631956065,5.480979499869543,100.92247243064188,kidneybeans
21,56,19,17.331253286780914,24.60361798601727,5.349659815733091,107.0682913484533,kidneybeans
32,57,17,16.67296850452089,16.84792981263145,5.496291822266277,99.81222295770296,kidneybeans
32,63,7,19.043830506395743,18.117593192802165,5.164331618595486,99.97136487061772,kidneybeans
37,72,24,17.662178709271892,22.768613774715746,5.383516570517154,118.90994691837416,kidneybeans
42,63,14,17.03268541015057,21.28315648846405,5.900426687897077,116.89331359881398,kidneybeans
42,65,17,16.885688186439342,24.086532818333318,5.333527879449408,110.70234181610282,kidneybeans
34,71,26,19.343706165146465,14.74279997475984,5.4084590181300145,121.8131212811104,kidneybeans
39,85,34,24.906830161239668,21.246624227286542,5.7417213053462195,60.678796306846934,kidneybeans
45,72,28,24.313642016148833,21.1415601164692,5.65820308192607,74.92346601541183,kidneybeans
11,72,18,24.299616013470285,25.25861256660653,6.161955673655305,57.02821328927564,kidneybeans
50,87,31,23.208440520294314,17.967571251935823,5.634186019384097,58.17246962229112,kidneybeans
42,80,31,22.937585239323013,25.58874376746359,5.758665510176935,56.079510073671464,kidneybeans
46,53,17,23.438785759122787,20.780942875498873,5.410976807884322,101.04356852249228,kidneybeans
35,65,25,23.264292572923594,21.90570190543214,5.330150671005179,75.93187331901234,kidneybeans
35,60,8,24.659954995465146,24.399470603194274,5.484824508079052,78.01638041118602,kidneybeans
29,53,13,24.216934799595307,22.614485628107303,6.064990564450563,87.2913824151275,kidneybeans
22,63,16,24.670371801898387,19.937927802841475,5.824036577786009,76.83620039171043,kidneybeans
16,72,8,16.688469720689532,18.164023603100425,5.837854071311927,132.97042803044036,kidneybeans
22,57,25,19.875791151014326,20.88658422056976,5.269242612999885,130.83016433115833,kidneybeans
4,62,16,19.7274572016035,18.952606825115218,5.730716930994829,129.4041758326182,kidneybeans
17,57,18,18.515537864294824,19.665711759366022,5.811444301854793,126.67204149866885,kidneybeans
30,66,8,19.606000914038855,17.074245042464597,5.972729779942391,139.0554606217511,kidneybeans
36,48,10,19.955335375528968,18.216277599907347,5.066987570896018,97.56647951206861,kidneybeans
21,55,14,20.833218489690346,20.217600378558497,5.733219460175209,90.61814856053299,kidneybeans
19,57,17,20.41970554943915,22.850786270321116,5.923417126904339,108.74255231921308,kidneybeans
10,51,16,17.696250943197143,24.028948317388824,6.009676342127272,95.86735624804699,kidneybeans
27,47,12,19.781642326418165,19.07918493556133,5.262423141503586,85.34548468433043,kidneybeans
14,60,34,22.434299408064508,24.55219764854817,5.470365129294825,94.73007638858552,kidneybeans
-7,53,16,24.320315691808627,26.95325252446636,6.070180037225577,120.41883964301758,kidneybeans
4,57,25,24.696093454123357,24.194192077157165,6.314000097533364,95.375640218556,kidneybeans
-4,60,25,23.80997623043993,25.064506653590772,5.434877609447066,105.74283649536584,kidneybeans
-13,55,28,23.830271348521492,20.796171587301178,5.570574957351546,100.70780399492537,kidneybeans
28,71,12,20.88703382761098,26.59161802376267,5.685698828751898,108.92349103773034,kidneybeans
39,59,13,20.40814361390474,21.746999471560173,5.950594437326124,96.03503728886926,kidneybeans
43,68,28,20.12297919082366,19.002973412025206,5.567783879828996,93.72249588264754,kidneybeans
42,68,22,19.234651705466497,23.04415437912964,5.280733024597937,99.56176090853046,kidneybeans
25,60,24,19.923318287023545,27.870420494091956,5.9113722705791725,108.6844494067567,kidneybeans
-9,80,25,21.92951934500249,18.597128778050653,6.081574095677688,138.4464739453496,kidneybeans
29,64,24,22.414062580286846,19.19796139402394,5.374853388775017,136.00806574503133,kidneybeans
-4,65,14,21.18245045382718,22.269259541033392,5.905417423351608,152.67837272575613,kidneybeans
-4,62,26,19.524363313550914,25.650237042811714,5.572446316611269,128.15781706468402,kidneybeans
-4,79,21,22.121410600828693,21.6954076173253,5.327988347075666,133.07445738641013,kidneybeans
40,70,20,24.977881399180397,19.434783596479484,5.457896174240102,61.81061150620234,kidneybeans
52,75,19,24.821855193753745,21.002477164140977,5.2309832452194795,48.23541410383096,kidneybeans
56,78,23,23.798312724085633,19.21563961904744,5.2603946374511725,60.64509857884842,kidneybeans
35,70,17,24.90505471699787,21.597495498506227,6.00841015903414,51.19736336157773,kidneybeans
55,77,7,25.591233167892835,13.661190002155276,5.681308767497977,61.3296903008514,kidneybeans
7,70,29,13.747998530048251,20.741143208781825,5.209055123765133,125.78780411409781,kidneybeans
6,68,31,16.828099346677273,22.27858322254184,5.700142732612285,145.51326215614745,kidneybeans
40,83,18,16.41703385369213,22.855051785699363,5.599468688120434,127.05321564056747,kidneybeans
22,75,32,16.479948810196564,25.409340427240295,5.885798348134878,137.56039158817777,kidneybeans
14,77,14,13.643013195264965,20.16552805928065,5.99224942187057,141.04947934596353,kidneybeans
37,59,27,20.22298556590541,17.676981131007864,5.867765094661842,120.45431698507338,kidneybeans
42,72,26,18.573255994160796,17.02972174576784,6.077996313634406,112.55649845043074,kidneybeans
17,60,23,18.108527516709238,24.51807068204638,6.2918846739248036,135.53428556909915,kidneybeans
20,65,18,17.79929327595507,24.19182295536995,5.483344332282833,110.83553086672576,kidneybeans
35,56,24,20.417448360718794,16.812158441027606,5.624307858999543,127.64580148554438,kidneybeans
40,77,19,21.7450207214065,22.6126268105382,6.336615370113266,108.35541267536117,kidneybeans
3,74,18,22.942963370604907,18.709541965946286,5.647644231773188,114.5684373088678,kidneybeans
13,76,19,24.16788293626103,27.46475748814653,6.121797210170886,121.69869647733825,kidneybeans
30,77,5,25.186527382007984,20.281619782888598,5.5072686048333,96.26753439683186,kidneybeans
16,78,9,23.09482290646214,25.60867840262479,5.83701525419142,115.5108203662197,kidneybeans
41,66,11,21.006312237759243,19.576099316314483,5.834715871256151,62.00329698741762,kidneybeans
18,62,23,22.718892370704538,16.035033561912442,5.781208488161168,77.98954056129483,kidneybeans
47,73,24,24.47161152655636,20.393198439951263,5.471423709237457,65.55040471830537,kidneybeans
39,59,7,24.756335543358055,15.014361423903717,5.312880787234943,75.02144213618489,kidneybeans
19,61,6,22.689666964009017,18.831291099006258,5.8385435814811615,74.63960132677792,kidneybeans
28,74,7,24.802018565193748,19.85277625859996,5.443537188255914,161.3847842384384,kidneybeans
32,83,23,26.514567398095654,27.082753940619696,5.70471884282387,137.33627215769948,kidneybeans
28,67,7,23.258239225632856,24.20974402394684,5.389923436379033,156.060446086879,kidneybeans
34,67,19,23.829476251929805,21.177960477408927,5.821505812169692,152.17015573844554,kidneybeans
10,73,21,23.049232458442688,20.70831580218976,5.328433708522568,134.43470551486806,kidneybeans
-12,62,33,22.61384320239025,21.221754903089014,5.730085223247642,106.04413693178377,kidneybeans
8,69,25,22.060836142708403,27.473795136320277,6.2116276065018905,125.9564232055483,kidneybeans
5,61,23,25.282851578801587,27.992145195696068,5.5446732582280776,105.47485957219513,kidneybeans
5,69,18,24.83442312294377,25.34762649258618,6.147105560833053,105.50836017349097,kidneybeans
-16,70,28,25.377773273006845,21.083490002339598,5.507574286302576,106.83821408174205,kidneybeans
31,64,29,22.786957035736695,20.348768073560777,5.616068330486154,138.1112639855479,kidneybeans
44,64,21,22.10274711487428,24.470255484832663,6.065353580174829,118.51939380901447,kidneybeans
33,47,25,22.194448095035764,22.3244164968189,5.777961769929338,129.12549784309633,kidneybeans
19,51,35,22.167467182635264,21.05711152744079,6.033718485661703,113.49265609012002,kidneybeans
26,59,22,22.836916313970345,19.90945384918028,5.959698708660026,112.0798800901666,kidneybeans
4,50,8,16.936022182316023,20.555331637975527,6.169106911996767,133.63275945943494,kidneybeans
-14,63,16,17.678423750325816,18.14726458691611,5.897916506451391,134.0270109422277,kidneybeans
10,67,5,18.251525775227982,15.62960339519994,5.91044513941111,123.97234044289011,kidneybeans
6,57,19,18.05179006857425,19.758887236758518,5.478486709318692,121.70931625190101,kidneybeans
11,51,15,19.03687463854882,23.08134202014096,5.84652435522926,122.54953814115221,kidneybeans
30,64,12,19.11980273391976,27.452431155433942,5.900653258470937,138.92872479822043,kidneybeans
18,61,27,19.55933128334176,18.36306337194533,5.519621667739038,143.694955224652,kidneybeans
30,67,21,19.562324816602498,25.229432787624773,5.831243305397617,125.69768829867303,kidneybeans
14,62,13,17.52508324656697,25.019338589002068,5.281846807018469,147.44988923059245,kidneybeans
25,51,14,16.887705379524938,20.81600942588628,5.872518736668273,147.95017283319757,kidneybeans
37,87,21,24.18673251260241,23.43633140962745,5.482693372304496,112.23180581024833,kidneybeans
31,88,10,22.216843451686863,22.279339298969006,5.498599192644858,94.31398485151732,kidneybeans
9,89,19,24.69660316700362,16.81663820297414,5.174836402928911,98.00879113023926,kidneybeans
27,75,12,21.528914110729836,21.649423240603078,5.9953097782236044,95.89570706562559,kidneybeans
36,78,20,23.56861236941167,16.93112352496096,5.4360255639215245,94.49692504745873,kidneybeans
11,63,11,17.7941861721106,28.362879128195473,5.250661615550191,64.50851287322021,kidneybeans
32,68,27,20.04632245174562,25.51748013191194,5.682453758892015,80.4592787417256,kidneybeans
12,56,26,19.872270772993062,26.111140825701018,5.957265254075713,67.44013109763047,kidneybeans
15,64,27,19.08471097336563,20.19089385375421,5.1970990162059145,57.1411119540928,kidneybeans
-6,52,14,19.28891817081893,27.03540734304442,5.999079263659566,68.48695521969867,kidneybeans
-8,77,18,17.21426686012527,23.464683746253776,5.718240448029976,76.7002646513292,kidneybeans
-3,83,18,18.11157603717169,22.00612160359708,5.86402047957054,52.186888889029696,kidneybeans
-4,74,16,17.265834033324996,22.594395827781014,5.252511632139768,76.90619610379562,kidneybeans
10,78,27,17.36183000186062,18.766244965847946,5.136698248471218,72.89682694731152,kidneybeans
12,64,18,15.439171982573097,21.416323714885188,5.71793044484688,64.3996643806316,kidneybeans
43,62,23,19.468861227681163,20.469430281615367,5.92158308797324,79.41694520312927,kidneybeans
47,78,17,19.735693640931967,22.517158425762613,6.0310883181634445,57.003642038552634,kidneybeans
29,68,22,18.08848606062229,24.494544480344373,6.2362779072011065,68.88390578949027,kidneybeans
27,62,29,17.635005637596162,24.68292874786283,6.210341588804651,60.69404145127824,kidneybeans
28,68,15,18.118226226974624,20.531943396914045,5.764798978169143,75.793032806783,kidneybeans
16,67,22,13.551339617165247,16.943137258554522,6.25525216363046,83.39458013803812,kidneybeans
42,68,28,16.075461456539184,19.10807833409885,5.656250661493776,76.2584683797344,kidneybeans
43,67,18,16.468121676384992,19.59001620153265,6.162117422652594,81.30169369701157,kidneybeans
37,79,8,15.46043928493671,23.1353043960067,5.635260522328789,86.7509161883426,kidneybeans
35,65,11,17.027654359177625,23.10819174348169,5.696098413483913,79.14311702839072,kidneybeans
21,60,18,15.927461364258319,21.424391046351303,6.227850134716998,86.31339748721177,kidneybeans
50,78,11,17.847213115871224,19.40515832506061,5.520666602008093,94.46735574811864,kidneybeans
45,75,22,15.231808990186082,27.724019264497777,5.869632128866178,70.013065224818,kidneybeans
35,60,23,15.699666570782899,25.55568058530557,5.631848794600395,68.98533060306535,kidneybeans
55,59,30,15.471700938737088,26.41126970676363,5.997770255329276,88.62626018585078,kidneybeans
2,67,15,21.53556453576533,15.180111526260271,6.026974025877266,106.65790267905157,kidneybeans
19,75,13,19.41496241457875,14.786109634737617,5.786482186129278,104.12709229405925,kidneybeans
22,71,7,22.08721809852436,18.399783529042992,6.209148003465443,114.0229998153369,kidneybeans
1,70,22,19.409202458803964,17.861746590769908,6.151638831110632,111.7113835282722,kidneybeans
1,59,12,23.220841074767257,17.680860460681767,6.24299028713766,104.96322575406764,kidneybeans
49,82,18,23.418679581791192,18.650251441289395,5.743018363732631,77.61948806826891,kidneybeans
44,71,8,24.29799085925337,17.784616866255295,6.1064640244905775,78.94971004284335,kidneybeans
31,81,8,22.74079323234053,18.112016867416653,6.003109249281326,84.25146154137317,kidneybeans
35,88,7,25.33337357885072,21.831551097178195,5.891825516274121,96.51755839293943,kidneybeans
23,74,13,24.750512146117963,20.906164059748264,5.26899146698334,75.31411919382681,kidneybeans
13,88,13,22.07250081045828,21.07410567051799,6.406617790840247,115.10444484890756,kidneybeans
28,85,28,25.039017835116457,17.79970495199324,6.420201712247968,121.50213253818642,kidneybeans
15,73,13,23.44244659065949,25.912835590038295,5.684528549253475,123.53833617793526,kidneybeans
15,74,14,25.876286788349354,22.494919447963643,6.150643927770664,121.65319395555937,kidneybeans
-2,75,13,22.90061855681104,26.16359374700477,6.198452214743731,109.50030254549354,kidneybeans
-7,49,12,23.99737937013846,17.312142490173894,6.2777690787600156,138.0161907750835,kidneybeans
13,46,14,21.34116967919968,25.363902210456985,5.680654793069751,137.0440521538661,kidneybeans
-16,60,26,23.447808060636696,24.04491519146294,6.091860874559218,155.28923990995997,kidneybeans
11,65,23,21.070099311957353,23.20556377230791,5.447432763236842,130.6525084484764,kidneybeans
8,51,17,23.596790528002334,16.05318703699102,6.293880594323151,154.00053649884734,kidneybeans
6,52,20,22.386853318294364,23.06239388407431,5.950615766788928,143.79614160800614,kidneybeans
32,66,14,19.713314572112886,22.69730268527038,5.898741294459799,142.4734843677889,kidneybeans
1,51,5,21.136694055647443,20.685675555516667,6.0527869352231205,133.858609756175,kidneybeans
25,58,19,19.646747142705596,22.093506049316037,5.902676667387448,137.49194671699772,kidneybeans
21,56,9,20.005223131604176,22.48193140676849,5.79615351963287,153.05689927642646,kidneybeans
19,62,27,22.43923709408959,22.06642284378649,5.546442170556065,119.51641039689743,kidneybeans
9,73,26,22.260904187648357,15.676056486630664,5.491677482436522,123.17596963828578,kidneybeans
49,70,23,25.599714367558516,21.09549543945189,5.985923319689442,113.46993386370382,kidneybeans
18,61,16,23.8480977083055,14.539242905418737,6.255125722324248,109.75637052653184,kidneybeans
30,63,16,24.965204072347174,21.854418248974184,6.193469184132017,103.76766812589707,kidneybeans
34,64,9,24.222425508184354,20.062996233969656,5.929189368742778,160.5649172458041,kidneybeans
20,63,12,26.566860866069447,13.654062549062026,5.608463242588763,157.62318984985725,kidneybeans
25,76,26,25.73461412018315,13.864775058207234,5.756738236321414,164.31672397058477,kidneybeans
21,71,13,25.44462650418606,23.02151777533198,5.897438024568101,138.83248979048997,kidneybeans
17,78,24,23.42651506500999,20.44592371011385,5.076990674123631,145.93022556126124,kidneybeans
-2,72,13,22.372972487824367,28.091568706464226,5.169680644323057,132.59744185913195,kidneybeans
33,67,18,19.240703930876588,21.20809010400028,5.9082503845351075,133.67381460769496,kidneybeans
37,70,17,20.440132161820262,21.915644039856147,5.248392699190775,115.26813303283424,kidneybeans
11,57,22,22.0894790566505,29.059592734107504,5.549031742520924,134.1651785889125,kidneybeans
-2,66,18,20.28440920415539,29.132214958541205,6.1069584675987985,133.17092508491322,kidneybeans
-7,70,9,15.996022714186171,21.471084378253558,5.604313343637202,109.57567582237766,kidneybeans
12,71,17,15.34787403403439,22.77833499867825,5.841705893657054,107.11536288679915,kidneybeans
5,61,25,15.73944580509598,19.97121653426977,6.3202413562725654,112.4712584429125,kidneybeans
9,62,20,16.22850318362984,21.053883410949993,6.258488892906675,124.18776760889612,kidneybeans
-4,62,19,17.862569012145215,16.983752162270118,5.869539137946273,112.35142471627212,kidneybeans
31,57,12,23.607493004615108,28.196750220118282,5.248284750562037,78.36693639725031,kidneybeans
18,76,19,24.379356732172496,22.389799977765104,5.519561028661356,72.00559063147563,kidneybeans
20,64,29,25.53521009870171,23.149642415416594,5.609915763023116,85.18630506065296,kidneybeans
16,72,19,22.394845782365863,26.647748627516783,5.718935604898545,82.73911831906719,kidneybeans
21,60,20,22.395630748347667,27.06534383870843,5.9860180527550355,75.17880236457658,kidneybeans
25,68,23,18.30286765675946,25.72295722596076,5.155070625253495,115.39499734327532,kidneybeans
-1,74,25,19.415321238546262,23.85043306098237,5.808236876493821,122.44826130660438,kidneybeans
13,77,11,19.94840060948858,22.742885141262967,5.252638187679362,124.55816703927876,kidneybeans
0,69,29,18.519391636723284,26.990567530423053,5.986549259042012,132.04586332261528,kidneybeans
24,75,15,18.056781387245984,28.96020089115467,5.448705154156816,129.8776560863419,kidneybeans
23,75,26,17.68795221845746,19.521324859365276,5.492754685874591,116.63974548626271,kidneybeans
23,63,32,16.859193651159522,19.4030773700363,6.036261249497684,144.94569816874662,kidneybeans
34,68,27,15.031000335278094,27.164625489405235,5.675750983125437,119.50388342744534,kidneybeans
28,72,28,14.107160489010234,25.571022771546346,5.836665941153684,135.53674052564133,kidneybeans
34,66,16,14.80226254616873,20.241909834249288,5.7048930555865685,140.03019966199463,kidneybeans
35,68,13,21.009520750086974,24.8125012294974,5.4738165247862565,75.68776655951967,kidneybeans
30,82,30,20.202154002726182,25.627784747833672,5.38438655495199,87.97238348070881,kidneybeans
54,83,27,20.511151322453888,20.447845901097505,6.162556416922362,91.47976460648967,kidneybeans
52,71,24,21.17410960259282,20.228651184179565,5.186960909117995,87.8948431675113,kidneybeans
55,84,13,20.901636296560323,20.02921416826573,5.632744451054269,69.15720427941343,kidneybeans
38,65,27,19.572062927091523,23.21241129929536,5.765341011848102,78.97895157023973,kidneybeans
9,69,13,18.02231351864826,23.160490539077887,6.360748620261099,61.47008829740174,kidneybeans
16,82,18,18.280500091649383,22.91753036717633,5.570855638091109,49.78491664449682,kidneybeans
40,72,23,19.68844066244245,18.678129341011363,6.1808754695015145,74.94551383765665,kidneybeans
43,80,17,21.66903298487202,22.369130855444674,5.999678679004527,52.57466798662219,kidneybeans
